Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No),Unnamed: 6
D6602,2025-01-12 14:12:00.000000,Medication,19:30:00,Yes,Yes,
D6603,2025-01-22 05:52:00.000000,Medication,15:00:00,No,No,
D6604,2025-01-19 12:54:00.000000,Hydration,14:00:00,No,No,
D6605,2025-01-16 11:27:00.000000,Appointment,16:30:00,No,No,
D6606,2025-01-18 13:11:00.000000,Exercise,12:30:00,No,No,
D6607,2025-01-15 21:10:00.000000,Hydration,11:00:00,No,No,
D6608,2025-01-17 04:08:00.000000,Appointment,13:00:00,No,No,
D6609,2025-01-07 14:58:00.000000,Hydration,09:00:00,No,No,
D6610,2025-01-23 15:19:00.000000,Medication,13:00:00,Yes,Yes,
D6611,2025-01-23 08:12:00.000000,Appointment,08:00:00,No,No,
D6612,2025-01-10 08:46:00.000000,Exercise,07:00:00,No,No,
D6613,2025-01-26 02:52:00.000000,Exercise,14:00:00,No,No,
D6614,2025-01-01 04:51:00.000000,Hydration,10:30:00,Yes,Yes,
D6615,2025-01-27 15:35:00.000000,Medication,15:30:00,No,No,
D6616,2025-01-23 00:37:00.000000,Medication,13:30:00,No,No,
D6617,2025-01-26 02:43:00.000000,Exercise,07:00:00,Yes,Yes,
D6618,2025-01-12 00:13:00.000000,Exercise,13:30:00,No,No,
D6619,2025-01-03 11:29:00.000000,Medication,21:30:00,No,No,
D6620,2025-01-25 22:44:00.000000,Hydration,22:00:00,No,No,
D6621,2025-01-06 10:26:00.000000,Exercise,10:30:00,Yes,Yes,
D6622,2025-01-17 10:36:00.000000,Appointment,10:00:00,No,No,
D6623,2025-01-05 06:41:00.000000,Hydration,17:30:00,Yes,Yes,
D6624,2025-01-27 19:07:00.000000,Exercise,10:30:00,No,No,
D6625,2025-01-21 14:05:00.000000,Appointment,12:30:00,Yes,No,
D6626,2025-01-25 22:54:00.000000,Hydration,09:30:00,No,No,
D6627,2025-01-28 13:39:00.000000,Hydration,17:00:00,No,No,
D6628,2025-01-01 23:12:00.000000,Hydration,15:00:00,No,No,
D6629,2025-01-30 20:05:00.000000,Medication,08:30:00,No,No,
D6630,2025-01-10 01:16:00.000000,Exercise,15:30:00,Yes,Yes,
D6631,2025-01-22 10:22:00.000000,Hydration,15:30:00,Yes,Yes,
D6632,2025-01-02 18:56:00.000000,Hydration,14:00:00,No,No,
D6633,2025-01-01 14:57:00.000000,Appointment,06:00:00,Yes,Yes,
D6634,2025-01-17 09:41:00.000000,Appointment,13:00:00,Yes,No,
D6635,2025-01-26 08:38:00.000000,Appointment,10:00:00,Yes,Yes,
D6636,2025-01-17 14:52:00.000000,Exercise,21:00:00,No,No,
D6637,2025-01-12 14:34:00.000000,Hydration,10:00:00,Yes,Yes,
D6638,2025-01-27 00:00:00.000000,Hydration,10:30:00,Yes,Yes,
D6639,2025-01-03 14:10:00.000000,Exercise,22:00:00,Yes,Yes,
D6640,2025-01-02 10:59:00.000000,Appointment,09:30:00,No,No,
D6641,2025-01-06 23:48:00.000000,Exercise,18:00:00,No,No,
D6642,2025-01-08 17:46:00.000000,Appointment,22:30:00,No,No,
D6643,2025-01-04 14:03:00.000000,Appointment,06:00:00,No,No,
D6644,2025-01-30 09:23:00.000000,Medication,20:00:00,No,No,
D6645,2025-01-13 14:48:00.000000,Medication,19:00:00,No,No,
D6646,2025-01-06 17:59:00.000000,Appointment,21:00:00,Yes,Yes,
D6647,2025-01-24 05:03:00.000000,Exercise,06:00:00,No,No,
D6648,2025-01-22 04:44:00.000000,Appointment,14:30:00,No,No,
D6649,2025-01-03 23:39:00.000000,Appointment,07:00:00,Yes,Yes,
D6650,2025-01-06 03:18:00.000000,Exercise,19:00:00,Yes,Yes,
D6651,2025-01-28 16:25:00.000000,Exercise,17:30:00,No,No,
D6652,2025-01-05 21:25:00.000000,Medication,10:30:00,No,No,
D6653,2025-01-22 22:36:00.000000,Exercise,13:00:00,Yes,Yes,
D6654,2025-01-22 15:32:00.000000,Medication,11:30:00,No,No,
D6655,2025-01-03 08:18:00.000000,Appointment,12:30:00,Yes,Yes,
D6656,2025-01-13 19:23:00.000000,Exercise,10:00:00,Yes,Yes,
D6657,2025-01-06 09:33:00.000000,Medication,13:30:00,No,No,
D6658,2025-01-25 20:28:00.000000,Appointment,08:00:00,Yes,Yes,
D6659,2025-01-03 09:04:00.000000,Exercise,20:30:00,Yes,Yes,
D6660,2025-01-01 00:45:00.000000,Appointment,22:00:00,No,No,
D6661,2025-01-23 10:27:00.000000,Medication,16:00:00,Yes,No,
D6662,2025-01-21 09:04:00.000000,Appointment,09:30:00,Yes,Yes,
D6663,2025-01-04 16:38:00.000000,Appointment,06:30:00,Yes,Yes,
D6664,2025-01-10 14:04:00.000000,Hydration,10:00:00,Yes,Yes,
D6665,2025-01-08 05:03:00.000000,Exercise,13:00:00,No,No,
D6666,2025-01-26 08:25:00.000000,Appointment,18:00:00,No,No,
D6667,2025-01-29 23:04:00.000000,Hydration,12:30:00,Yes,No,
D6668,2025-01-29 02:09:00.000000,Hydration,10:30:00,No,No,
D6669,2025-01-25 07:14:00.000000,Exercise,21:00:00,Yes,Yes,
D6670,2025-01-02 15:12:00.000000,Appointment,13:00:00,Yes,Yes,
D6671,2025-01-07 16:25:00.000000,Hydration,09:00:00,No,No,
D6672,2025-01-03 02:02:00.000000,Medication,20:30:00,Yes,Yes,
D6673,2025-01-05 14:16:00.000000,Exercise,12:00:00,Yes,Yes,
D6674,2025-01-06 00:09:00.000000,Medication,15:00:00,Yes,Yes,
D6675,2025-01-26 12:21:00.000000,Hydration,20:00:00,Yes,Yes,
D6676,2025-01-29 21:28:00.000000,Hydration,08:00:00,Yes,Yes,
D6677,2025-01-23 04:36:00.000000,Medication,20:30:00,Yes,Yes,
D6678,2025-01-14 21:52:00.000000,Exercise,22:00:00,Yes,Yes,
D6679,2025-01-20 21:01:00.000000,Medication,07:00:00,No,No,
D6680,2025-01-13 21:44:00.000000,Exercise,19:30:00,Yes,Yes,
D6681,2025-01-30 15:10:00.000000,Appointment,20:00:00,No,No,
D6682,2025-01-27 11:09:00.000000,Exercise,19:30:00,No,No,
D6683,2025-01-01 20:28:00.000000,Exercise,09:30:00,No,No,
D6684,2025-01-13 16:08:00.000000,Exercise,19:30:00,No,No,
D6685,2025-01-04 12:52:00.000000,Hydration,10:00:00,Yes,Yes,
D6686,2025-01-16 14:14:00.000000,Medication,16:00:00,No,No,
D6687,2025-01-26 15:13:00.000000,Medication,20:30:00,No,No,
D6688,2025-01-21 13:08:00.000000,Exercise,12:00:00,No,No,
D6689,2025-01-25 22:31:00.000000,Hydration,19:00:00,No,No,
D6690,2025-01-08 17:30:00.000000,Medication,11:30:00,Yes,No,
D6691,2025-01-13 17:19:00.000000,Appointment,18:00:00,No,No,
D6692,2025-01-19 16:48:00.000000,Hydration,11:30:00,Yes,No,
D6693,2025-01-27 07:45:00.000000,Medication,12:30:00,No,No,
D6694,2025-01-14 05:05:00.000000,Hydration,17:00:00,Yes,Yes,
D6695,2025-01-03 21:36:00.000000,Appointment,21:00:00,Yes,Yes,
D6696,2025-01-03 16:39:00.000000,Medication,07:30:00,Yes,Yes,
D6697,2025-01-20 03:21:00.000000,Appointment,14:00:00,Yes,Yes,
D6698,2025-01-24 00:46:00.000000,Exercise,18:30:00,No,No,
D6699,2025-01-07 10:04:00.000000,Appointment,20:00:00,No,No,
D6700,2025-01-09 07:09:00.000000,Appointment,09:30:00,No,No,
D6701,2025-01-11 16:22:00.000000,Hydration,10:30:00,Yes,Yes,
D6702,2025-01-22 03:18:00.000000,Hydration,20:00:00,Yes,Yes,
D6703,2025-01-25 00:43:00.000000,Exercise,15:30:00,Yes,Yes,
D6704,2025-01-27 14:42:00.000000,Exercise,07:30:00,Yes,Yes,
D6705,2025-01-01 05:05:00.000000,Appointment,12:30:00,Yes,Yes,
D6706,2025-01-11 22:12:00.000000,Medication,19:00:00,Yes,Yes,
D6707,2025-01-09 17:27:00.000000,Appointment,18:00:00,No,No,
D6708,2025-01-08 01:18:00.000000,Medication,12:30:00,No,No,
D6709,2025-01-23 18:08:00.000000,Hydration,18:30:00,No,No,
D6710,2025-01-27 13:45:00.000000,Medication,06:30:00,Yes,Yes,
D6711,2025-01-02 20:24:00.000000,Medication,20:30:00,No,No,
D6712,2025-01-14 04:38:00.000000,Hydration,12:00:00,No,No,
D6713,2025-01-17 04:23:00.000000,Exercise,16:30:00,No,No,
D6714,2025-01-19 21:29:00.000000,Hydration,22:00:00,No,No,
D6715,2025-01-07 02:01:00.000000,Exercise,11:00:00,Yes,Yes,
D6716,2025-01-09 18:28:00.000000,Hydration,17:30:00,Yes,Yes,
D6717,2025-01-13 23:33:00.000000,Appointment,16:30:00,No,No,
D6718,2025-01-21 22:38:00.000000,Medication,10:30:00,No,No,
D6719,2025-01-05 11:17:00.000000,Exercise,14:00:00,No,No,
D6720,2025-01-03 17:18:00.000000,Exercise,11:30:00,No,No,
D6721,2025-01-25 17:35:00.000000,Appointment,19:30:00,Yes,Yes,
D6722,2025-01-12 06:49:00.000000,Medication,22:30:00,No,No,
D6723,2025-01-26 00:48:00.000000,Appointment,20:30:00,Yes,Yes,
D6724,2025-01-02 22:23:00.000000,Appointment,19:00:00,No,No,
D6725,2025-01-03 12:11:00.000000,Exercise,14:30:00,No,No,
D6726,2025-01-22 16:50:00.000000,Medication,06:00:00,Yes,No,
D6727,2025-01-22 22:41:00.000000,Appointment,14:00:00,Yes,No,
D6728,2025-01-27 04:44:00.000000,Appointment,11:00:00,Yes,Yes,
D6729,2025-01-10 22:24:00.000000,Exercise,13:00:00,Yes,No,
D6730,2025-01-18 18:10:00.000000,Hydration,13:30:00,Yes,Yes,
D6731,2025-01-09 19:15:00.000000,Hydration,11:00:00,Yes,Yes,
D6732,2025-01-29 17:22:00.000000,Hydration,19:00:00,No,No,
D6733,2025-01-23 18:38:00.000000,Exercise,11:00:00,Yes,Yes,
D6734,2025-01-18 22:27:00.000000,Medication,11:00:00,Yes,Yes,
D6735,2025-01-03 23:01:00.000000,Exercise,18:30:00,Yes,No,
D6736,2025-01-25 07:19:00.000000,Appointment,07:00:00,Yes,Yes,
D6737,2025-01-17 13:00:00.000000,Hydration,17:30:00,Yes,Yes,
D6738,2025-01-24 10:12:00.000000,Medication,22:30:00,No,No,
D6739,2025-01-10 21:03:00.000000,Exercise,15:30:00,No,No,
D6740,2025-01-25 15:23:00.000000,Medication,09:00:00,Yes,Yes,
D6741,2025-01-19 16:56:00.000000,Exercise,18:00:00,Yes,Yes,
D6742,2025-01-28 05:42:00.000000,Hydration,10:30:00,No,No,
D6743,2025-01-18 01:55:00.000000,Exercise,15:30:00,Yes,Yes,
D6744,2025-01-28 11:42:00.000000,Hydration,13:30:00,Yes,Yes,
D6745,2025-01-27 18:40:00.000000,Hydration,21:00:00,Yes,Yes,
D6746,2025-01-17 11:28:00.000000,Appointment,13:30:00,No,No,
D6747,2025-01-11 14:21:00.000000,Appointment,12:00:00,Yes,No,
D6748,2025-01-17 11:14:00.000000,Exercise,07:30:00,No,No,
D6749,2025-01-13 11:30:00.000000,Hydration,13:00:00,No,No,
D6750,2025-01-16 12:24:00.000000,Exercise,10:00:00,Yes,No,
D6751,2025-01-16 17:38:00.000000,Hydration,16:00:00,No,No,
D6752,2025-01-30 21:30:00.000000,Hydration,14:30:00,Yes,Yes,
D6753,2025-01-02 09:13:00.000000,Medication,14:30:00,No,No,
D6754,2025-01-12 03:10:00.000000,Hydration,07:00:00,Yes,Yes,
D6755,2025-01-08 20:18:00.000000,Hydration,06:30:00,Yes,Yes,
D6756,2025-01-27 08:46:00.000000,Hydration,06:00:00,No,No,
D6757,2025-01-29 10:55:00.000000,Exercise,20:30:00,Yes,Yes,
D6758,2025-01-06 23:19:00.000000,Hydration,12:00:00,No,No,
D6759,2025-01-10 19:04:00.000000,Hydration,14:30:00,Yes,Yes,
D6760,2025-01-12 03:53:00.000000,Appointment,18:00:00,No,No,
D6761,2025-01-24 22:26:00.000000,Medication,16:00:00,No,No,
D6762,2025-01-04 18:05:00.000000,Exercise,10:30:00,Yes,No,
D6763,2025-01-02 09:19:00.000000,Medication,11:00:00,No,No,
D6764,2025-01-17 12:58:00.000000,Appointment,22:30:00,No,No,
D6765,2025-01-15 00:49:00.000000,Appointment,15:00:00,Yes,Yes,
D6766,2025-01-23 18:13:00.000000,Appointment,19:00:00,No,No,
D6767,2025-01-27 11:33:00.000000,Appointment,14:30:00,Yes,Yes,
D6768,2025-01-26 16:25:00.000000,Exercise,12:30:00,Yes,No,
D6769,2025-01-24 18:09:00.000000,Medication,18:30:00,Yes,No,
D6770,2025-01-03 21:54:00.000000,Exercise,22:00:00,Yes,Yes,
D6771,2025-01-30 04:07:00.000000,Medication,07:30:00,No,No,
D6772,2025-01-14 22:44:00.000000,Medication,06:00:00,Yes,No,
D6773,2025-01-01 19:01:00.000000,Exercise,10:30:00,Yes,Yes,
D6774,2025-01-17 11:17:00.000000,Appointment,16:30:00,Yes,Yes,
D6775,2025-01-06 07:56:00.000000,Hydration,07:00:00,No,No,
D6776,2025-01-23 03:28:00.000000,Medication,16:00:00,No,No,
D6777,2025-01-05 08:44:00.000000,Hydration,14:00:00,No,No,
D6778,2025-01-01 04:10:00.000000,Hydration,14:00:00,Yes,No,
D6779,2025-01-25 01:28:00.000000,Hydration,10:00:00,Yes,Yes,
D6780,2025-01-13 17:27:00.000000,Medication,10:00:00,Yes,No,
D6781,2025-01-16 14:44:00.000000,Hydration,14:30:00,No,No,
D6782,2025-01-15 03:18:00.000000,Exercise,09:00:00,No,No,
D6783,2025-01-09 05:07:00.000000,Medication,09:30:00,Yes,No,
D6784,2025-01-04 03:35:00.000000,Appointment,15:30:00,No,No,
D6785,2025-01-21 11:00:00.000000,Appointment,15:30:00,No,No,
D6786,2025-01-15 13:02:00.000000,Appointment,13:00:00,Yes,Yes,
D6787,2025-01-27 05:40:00.000000,Medication,10:00:00,Yes,Yes,
D6788,2025-01-13 11:36:00.000000,Exercise,09:00:00,No,No,
D6789,2025-01-25 11:29:00.000000,Hydration,12:00:00,No,No,
D6790,2025-01-08 04:01:00.000000,Medication,11:00:00,No,No,
D6791,2025-01-06 13:09:00.000000,Hydration,09:00:00,Yes,No,
D6792,2025-01-18 19:03:00.000000,Appointment,13:00:00,Yes,Yes,
D6793,2025-01-22 07:10:00.000000,Hydration,11:30:00,Yes,Yes,
D6794,2025-01-17 05:59:00.000000,Exercise,13:30:00,Yes,Yes,
D6795,2025-01-08 15:34:00.000000,Medication,18:00:00,Yes,No,
D6796,2025-01-04 19:40:00.000000,Hydration,19:00:00,No,No,
D6797,2025-01-30 09:47:00.000000,Medication,13:00:00,No,No,
D6798,2025-01-05 02:35:00.000000,Hydration,15:30:00,Yes,Yes,
D6799,2025-01-27 23:16:00.000000,Hydration,08:00:00,Yes,Yes,
D6800,2025-01-11 21:57:00.000000,Exercise,06:00:00,No,No,
D6801,2025-01-19 09:09:00.000000,Appointment,13:00:00,Yes,Yes,
D6802,2025-01-24 16:01:00.000000,Exercise,14:00:00,No,No,
D6803,2025-01-11 12:14:00.000000,Exercise,14:00:00,Yes,Yes,
D6804,2025-01-11 21:07:00.000000,Exercise,17:00:00,Yes,Yes,
D6805,2025-01-22 14:12:00.000000,Exercise,17:30:00,No,No,
D6806,2025-01-15 15:00:00.000000,Exercise,11:00:00,No,No,
D6807,2025-01-05 15:45:00.000000,Hydration,06:00:00,No,No,
D6808,2025-01-27 15:34:00.000000,Appointment,18:00:00,Yes,Yes,
D6809,2025-01-28 20:28:00.000000,Hydration,07:30:00,Yes,Yes,
D6810,2025-01-23 04:44:00.000000,Appointment,16:00:00,No,No,
D6811,2025-01-16 14:23:00.000000,Medication,07:00:00,No,No,
D6812,2025-01-30 10:41:00.000000,Hydration,19:00:00,Yes,Yes,
D6813,2025-01-09 08:58:00.000000,Hydration,09:30:00,Yes,Yes,
D6814,2025-01-14 03:30:00.000000,Medication,11:00:00,Yes,Yes,
D6815,2025-01-29 03:09:00.000000,Exercise,07:30:00,No,No,
D6816,2025-01-21 14:38:00.000000,Hydration,22:30:00,Yes,Yes,
D6817,2025-01-25 07:24:00.000000,Medication,09:00:00,Yes,Yes,
D6818,2025-01-29 06:53:00.000000,Appointment,18:00:00,No,No,
D6819,2025-01-16 20:35:00.000000,Exercise,18:00:00,Yes,No,
D6820,2025-01-10 16:14:00.000000,Hydration,20:30:00,Yes,No,
D6821,2025-01-25 05:45:00.000000,Appointment,13:00:00,No,No,
D6822,2025-01-23 20:47:00.000000,Exercise,12:00:00,Yes,No,
D6823,2025-01-23 12:21:00.000000,Exercise,06:00:00,Yes,No,
D6824,2025-01-12 17:42:00.000000,Exercise,12:30:00,No,No,
D6825,2025-01-10 16:34:00.000000,Medication,18:30:00,Yes,Yes,
D6826,2025-01-25 16:42:00.000000,Medication,13:00:00,No,No,
D6827,2025-01-17 05:40:00.000000,Appointment,18:00:00,Yes,Yes,
D6828,2025-01-16 10:53:00.000000,Hydration,19:30:00,Yes,Yes,
D6829,2025-01-28 15:31:00.000000,Medication,17:00:00,Yes,Yes,
D6830,2025-01-03 22:08:00.000000,Appointment,12:30:00,Yes,Yes,
D6831,2025-01-18 23:07:00.000000,Appointment,20:00:00,Yes,Yes,
D6832,2025-01-21 17:00:00.000000,Medication,10:00:00,No,No,
D6833,2025-01-07 05:34:00.000000,Appointment,14:30:00,No,No,
D6834,2025-01-26 01:02:00.000000,Appointment,18:30:00,No,No,
D6835,2025-01-22 00:48:00.000000,Exercise,19:30:00,Yes,No,
D6836,2025-01-12 16:03:00.000000,Appointment,22:30:00,No,No,
D6837,2025-01-14 03:03:00.000000,Hydration,06:00:00,No,No,
D6838,2025-01-25 12:49:00.000000,Medication,20:30:00,No,No,
D6839,2025-01-29 07:40:00.000000,Hydration,12:30:00,No,No,
D6840,2025-01-27 06:59:00.000000,Exercise,08:00:00,No,No,
D6841,2025-01-26 10:28:00.000000,Hydration,11:30:00,No,No,
D6842,2025-01-28 13:32:00.000000,Appointment,11:00:00,Yes,No,
D6843,2025-01-02 14:05:00.000000,Exercise,07:30:00,No,No,
D6844,2025-01-21 08:56:00.000000,Hydration,10:30:00,No,No,
D6845,2025-01-19 07:53:00.000000,Appointment,12:00:00,No,No,
D6846,2025-01-15 08:29:00.000000,Medication,14:30:00,No,No,
D6847,2025-01-11 04:03:00.000000,Hydration,20:30:00,No,No,
D6848,2025-01-25 00:36:00.000000,Hydration,13:00:00,No,No,
D6849,2025-01-02 18:08:00.000000,Medication,14:00:00,No,No,
D6850,2025-01-19 08:38:00.000000,Medication,08:00:00,No,No,
D6851,2025-01-27 08:51:00.000000,Medication,13:00:00,No,No,
D6852,2025-01-29 05:25:00.000000,Exercise,21:00:00,No,No,
D6853,2025-01-29 18:11:00.000000,Exercise,20:30:00,Yes,No,
D6854,2025-01-19 04:02:00.000000,Medication,19:00:00,Yes,Yes,
D6855,2025-01-01 10:05:00.000000,Hydration,15:30:00,Yes,Yes,
D6856,2025-01-11 22:06:00.000000,Appointment,07:30:00,No,No,
D6857,2025-01-05 13:09:00.000000,Appointment,20:30:00,Yes,Yes,
D6858,2025-01-02 17:47:00.000000,Exercise,21:00:00,No,No,
D6859,2025-01-28 02:04:00.000000,Appointment,22:30:00,No,No,
D6860,2025-01-10 05:38:00.000000,Appointment,09:30:00,No,No,
D6861,2025-01-24 02:14:00.000000,Appointment,08:00:00,No,No,
D6862,2025-01-13 05:39:00.000000,Exercise,11:00:00,Yes,Yes,
D6863,2025-01-26 03:47:00.000000,Appointment,21:00:00,Yes,No,
D6864,2025-01-08 01:18:00.000000,Appointment,09:00:00,No,No,
D6865,2025-01-19 17:07:00.000000,Exercise,11:30:00,Yes,Yes,
D6866,2025-01-15 07:40:00.000000,Hydration,19:30:00,Yes,Yes,
D6867,2025-01-02 11:32:00.000000,Exercise,19:00:00,No,No,
D6868,2025-01-17 09:09:00.000000,Appointment,20:30:00,No,No,
D6869,2025-01-08 06:05:00.000000,Medication,10:00:00,Yes,Yes,
D6870,2025-01-06 20:30:00.000000,Exercise,16:00:00,No,No,
D6871,2025-01-21 07:21:00.000000,Exercise,16:30:00,No,No,
D6872,2025-01-02 21:36:00.000000,Appointment,16:00:00,No,No,
D6873,2025-01-04 07:42:00.000000,Medication,13:00:00,No,No,
D6874,2025-01-30 21:58:00.000000,Appointment,11:30:00,Yes,Yes,
D6875,2025-01-10 02:31:00.000000,Exercise,18:30:00,Yes,Yes,
D6876,2025-01-19 12:45:00.000000,Medication,20:00:00,No,No,
D6877,2025-01-25 05:16:00.000000,Exercise,11:00:00,Yes,No,
D6878,2025-01-21 23:58:00.000000,Appointment,12:00:00,No,No,
D6879,2025-01-20 09:45:00.000000,Exercise,20:30:00,No,No,
D6880,2025-01-03 13:02:00.000000,Appointment,12:30:00,Yes,No,
D6881,2025-01-01 22:15:00.000000,Appointment,07:00:00,No,No,
D6882,2025-01-05 15:49:00.000000,Appointment,11:30:00,Yes,Yes,
D6883,2025-01-15 02:57:00.000000,Exercise,12:00:00,No,No,
D6884,2025-01-04 00:15:00.000000,Exercise,22:00:00,Yes,No,
D6885,2025-01-29 19:03:00.000000,Medication,18:30:00,Yes,Yes,
D6886,2025-01-12 22:10:00.000000,Hydration,21:00:00,Yes,No,
D6887,2025-01-19 13:04:00.000000,Exercise,09:30:00,No,No,
D6888,2025-01-12 16:17:00.000000,Hydration,06:30:00,Yes,No,
D6889,2025-01-16 22:45:00.000000,Exercise,22:00:00,No,No,
D6890,2025-01-02 15:50:00.000000,Medication,12:00:00,No,No,
D6891,2025-01-02 19:13:00.000000,Hydration,15:00:00,No,No,
D6892,2025-01-04 20:16:00.000000,Hydration,14:30:00,Yes,Yes,
D6893,2025-01-30 04:13:00.000000,Appointment,15:00:00,No,No,
D6894,2025-01-13 22:41:00.000000,Hydration,16:30:00,Yes,Yes,
D6895,2025-01-18 01:33:00.000000,Medication,07:30:00,No,No,
D6896,2025-01-05 07:04:00.000000,Medication,09:30:00,Yes,Yes,
D6897,2025-01-08 09:22:00.000000,Appointment,09:30:00,No,No,
D6898,2025-01-05 10:53:00.000000,Hydration,06:30:00,Yes,No,
D6899,2025-01-18 15:50:00.000000,Hydration,13:30:00,Yes,Yes,
D6900,2025-01-23 03:04:00.000000,Exercise,12:00:00,No,No,
D6901,2025-01-27 12:18:00.000000,Hydration,13:00:00,Yes,Yes,
D6902,2025-01-20 07:17:00.000000,Medication,10:30:00,Yes,No,
D6903,2025-01-16 05:49:00.000000,Hydration,17:00:00,Yes,Yes,
D6904,2025-01-23 08:57:00.000000,Exercise,15:00:00,No,No,
D6905,2025-01-09 18:36:00.000000,Medication,06:30:00,No,No,
D6906,2025-01-17 06:19:00.000000,Medication,21:00:00,No,No,
D6907,2025-01-01 05:07:00.000000,Appointment,20:30:00,Yes,Yes,
D6908,2025-01-05 01:30:00.000000,Appointment,13:00:00,No,No,
D6909,2025-01-28 20:27:00.000000,Hydration,07:00:00,Yes,Yes,
D6910,2025-01-02 04:39:00.000000,Medication,09:00:00,Yes,Yes,
D6911,2025-01-11 22:18:00.000000,Appointment,14:00:00,No,No,
D6912,2025-01-25 10:42:00.000000,Appointment,12:30:00,No,No,
D6913,2025-01-21 10:38:00.000000,Medication,19:00:00,No,No,
D6914,2025-01-23 19:17:00.000000,Exercise,18:00:00,No,No,
D6915,2025-01-26 10:50:00.000000,Exercise,13:00:00,Yes,Yes,
D6916,2025-01-13 19:41:00.000000,Exercise,16:30:00,No,No,
D6917,2025-01-16 18:54:00.000000,Medication,10:00:00,No,No,
D6918,2025-01-03 02:33:00.000000,Medication,06:30:00,Yes,Yes,
D6919,2025-01-25 23:57:00.000000,Exercise,16:00:00,Yes,Yes,
D6920,2025-01-19 11:20:00.000000,Exercise,17:30:00,No,No,
D6921,2025-01-17 09:54:00.000000,Appointment,09:30:00,Yes,Yes,
D6922,2025-01-28 19:55:00.000000,Hydration,14:00:00,Yes,Yes,
D6923,2025-01-28 23:19:00.000000,Medication,11:30:00,No,No,
D6924,2025-01-13 13:39:00.000000,Hydration,22:00:00,No,No,
D6925,2025-01-15 14:03:00.000000,Medication,14:00:00,Yes,Yes,
D6926,2025-01-25 06:29:00.000000,Medication,15:30:00,Yes,Yes,
D6927,2025-01-12 14:13:00.000000,Appointment,19:30:00,No,No,
D6928,2025-01-04 19:52:00.000000,Hydration,11:30:00,Yes,No,
D6929,2025-01-13 05:53:00.000000,Medication,12:30:00,No,No,
D6930,2025-01-02 01:35:00.000000,Hydration,19:00:00,Yes,Yes,
D6931,2025-01-12 03:06:00.000000,Hydration,09:30:00,No,No,
D6932,2025-01-27 20:05:00.000000,Appointment,16:30:00,No,No,
D6933,2025-01-09 07:54:00.000000,Appointment,15:00:00,Yes,Yes,
D6934,2025-01-28 20:57:00.000000,Hydration,06:30:00,No,No,
D6935,2025-01-19 13:39:00.000000,Appointment,14:30:00,No,No,
D6936,2025-01-18 12:30:00.000000,Appointment,15:30:00,No,No,
D6937,2025-01-01 17:13:00.000000,Appointment,17:00:00,No,No,
D6938,2025-01-15 06:47:00.000000,Exercise,16:00:00,No,No,
D6939,2025-01-13 22:36:00.000000,Medication,09:30:00,Yes,Yes,
D6940,2025-01-08 03:05:00.000000,Appointment,13:30:00,No,No,
D6941,2025-01-20 21:40:00.000000,Hydration,07:00:00,No,No,
D6942,2025-01-16 17:15:00.000000,Hydration,09:30:00,No,No,
D6943,2025-01-06 10:17:00.000000,Hydration,09:30:00,No,No,
D6944,2025-01-23 13:49:00.000000,Medication,10:30:00,No,No,
D6945,2025-01-04 15:29:00.000000,Medication,08:30:00,No,No,
D6946,2025-01-25 02:45:00.000000,Medication,18:30:00,Yes,Yes,
D6947,2025-01-11 07:15:00.000000,Appointment,10:00:00,Yes,Yes,
D6948,2025-01-28 08:00:00.000000,Medication,08:30:00,No,No,
D6949,2025-01-29 22:19:00.000000,Medication,07:00:00,Yes,Yes,
D6950,2025-01-09 18:32:00.000000,Exercise,20:00:00,No,No,
D6951,2025-01-16 21:16:00.000000,Appointment,18:30:00,Yes,Yes,
D6952,2025-01-25 16:57:00.000000,Hydration,11:30:00,Yes,No,
D6953,2025-01-20 14:16:00.000000,Hydration,17:00:00,Yes,Yes,
D6954,2025-01-26 05:38:00.000000,Hydration,07:30:00,No,No,
D6955,2025-01-18 23:59:00.000000,Medication,08:30:00,No,No,
D6956,2025-01-12 09:45:00.000000,Exercise,19:00:00,No,No,
D6957,2025-01-27 20:06:00.000000,Medication,11:00:00,Yes,Yes,
D6958,2025-01-03 21:18:00.000000,Appointment,09:00:00,No,No,
D6959,2025-01-08 18:31:00.000000,Hydration,19:00:00,Yes,Yes,
D6960,2025-01-10 01:41:00.000000,Medication,11:00:00,Yes,Yes,
D6961,2025-01-21 09:49:00.000000,Hydration,12:00:00,Yes,Yes,
D6962,2025-01-24 14:19:00.000000,Medication,22:00:00,No,No,
D6963,2025-01-28 21:09:00.000000,Exercise,13:00:00,Yes,Yes,
D6964,2025-01-15 08:38:00.000000,Hydration,08:00:00,Yes,Yes,
D6965,2025-01-30 17:15:00.000000,Appointment,15:00:00,Yes,Yes,
D6966,2025-01-22 22:03:00.000000,Medication,10:30:00,No,No,
D6967,2025-01-14 20:23:00.000000,Appointment,08:00:00,Yes,No,
D6968,2025-01-10 05:24:00.000000,Hydration,06:30:00,Yes,Yes,
D6969,2025-01-11 00:35:00.000000,Hydration,15:30:00,Yes,Yes,
D6970,2025-01-12 18:52:00.000000,Medication,11:00:00,Yes,No,
D6971,2025-01-08 18:11:00.000000,Exercise,08:30:00,Yes,Yes,
D6972,2025-01-26 14:21:00.000000,Hydration,18:00:00,No,No,
